T E X A S  E D U C A T I O N  A G E N C Y,,,,,,,
,,,,,,,
PEIMS Student Enrollment Data for 2023-2024,,,,,,,
,,,,,,,
YEAR,REGION,COUNTY NAME,DISTRICT,DISTRICT NAME,CHARTER STATUS,GRADE,ENROLLMENT
2023-2024,13,LEE COUNTY,144902,LEXINGTON ISD,TRADITIONAL ISD/CSD,Early Education,10
2023-2024,13,LEE COUNTY,144902,LEXINGTON ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,32
2023-2024,13,LEE COUNTY,144902,LEXINGTON ISD,TRADITIONAL ISD/CSD,Kindergarten,71
2023-2024,13,LEE COUNTY,144902,LEXINGTON ISD,TRADITIONAL ISD/CSD,Grade 1,61
2023-2024,13,LEE COUNTY,144902,LEXINGTON ISD,TRADITIONAL ISD/CSD,Grade 2,82
2023-2024,13,LEE COUNTY,144902,LEXINGTON ISD,TRADITIONAL ISD/CSD,Grade 3,70
2023-2024,13,LEE COUNTY,144902,LEXINGTON ISD,TRADITIONAL ISD/CSD,Grade 4,76
2023-2024,13,LEE COUNTY,144902,LEXINGTON ISD,TRADITIONAL ISD/CSD,Grade 5,86
2023-2024,13,LEE COUNTY,144902,LEXINGTON ISD,TRADITIONAL ISD/CSD,Grade 6,76
2023-2024,13,LEE COUNTY,144902,LEXINGTON ISD,TRADITIONAL ISD/CSD,Grade 7,64
2023-2024,13,LEE COUNTY,144902,LEXINGTON ISD,TRADITIONAL ISD/CSD,Grade 8,84
2023-2024,13,LEE COUNTY,144902,LEXINGTON ISD,TRADITIONAL ISD/CSD,Grade 9,101
2023-2024,13,LEE COUNTY,144902,LEXINGTON ISD,TRADITIONAL ISD/CSD,Grade 10,92
2023-2024,13,LEE COUNTY,144902,LEXINGTON ISD,TRADITIONAL ISD/CSD,Grade 11,82
2023-2024,13,LEE COUNTY,144902,LEXINGTON ISD,TRADITIONAL ISD/CSD,Grade 12,79
2023-2024,13,WILLIAMSON COUNTY,246908,LIBERTY HILL ISD,TRADITIONAL ISD/CSD,Early Education,75
2023-2024,13,WILLIAMSON COUNTY,246908,LIBERTY HILL ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,214
2023-2024,13,WILLIAMSON COUNTY,246908,LIBERTY HILL ISD,TRADITIONAL ISD/CSD,Kindergarten,725
2023-2024,13,WILLIAMSON COUNTY,246908,LIBERTY HILL ISD,TRADITIONAL ISD/CSD,Grade 1,713
2023-2024,13,WILLIAMSON COUNTY,246908,LIBERTY HILL ISD,TRADITIONAL ISD/CSD,Grade 2,721
2023-2024,13,WILLIAMSON COUNTY,246908,LIBERTY HILL ISD,TRADITIONAL ISD/CSD,Grade 3,728
2023-2024,13,WILLIAMSON COUNTY,246908,LIBERTY HILL ISD,TRADITIONAL ISD/CSD,Grade 4,744
2023-2024,13,WILLIAMSON COUNTY,246908,LIBERTY HILL ISD,TRADITIONAL ISD/CSD,Grade 5,693
2023-2024,13,WILLIAMSON COUNTY,246908,LIBERTY HILL ISD,TRADITIONAL ISD/CSD,Grade 6,677
2023-2024,13,WILLIAMSON COUNTY,246908,LIBERTY HILL ISD,TRADITIONAL ISD/CSD,Grade 7,687
2023-2024,13,WILLIAMSON COUNTY,246908,LIBERTY HILL ISD,TRADITIONAL ISD/CSD,Grade 8,636
2023-2024,13,WILLIAMSON COUNTY,246908,LIBERTY HILL ISD,TRADITIONAL ISD/CSD,Grade 9,655
2023-2024,13,WILLIAMSON COUNTY,246908,LIBERTY HILL ISD,TRADITIONAL ISD/CSD,Grade 10,597
2023-2024,13,WILLIAMSON COUNTY,246908,LIBERTY HILL ISD,TRADITIONAL ISD/CSD,Grade 11,517
2023-2024,13,WILLIAMSON COUNTY,246908,LIBERTY HILL ISD,TRADITIONAL ISD/CSD,Grade 12,447
2023-2024,5,LIBERTY COUNTY,146906,LIBERTY ISD,TRADITIONAL ISD/CSD,Early Education,<10
2023-2024,5,LIBERTY COUNTY,146906,LIBERTY ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,<100
2023-2024,5,LIBERTY COUNTY,146906,LIBERTY ISD,TRADITIONAL ISD/CSD,Kindergarten,171
2023-2024,5,LIBERTY COUNTY,146906,LIBERTY ISD,TRADITIONAL ISD/CSD,Grade 1,174
2023-2024,5,LIBERTY COUNTY,146906,LIBERTY ISD,TRADITIONAL ISD/CSD,Grade 2,167
2023-2024,5,LIBERTY COUNTY,146906,LIBERTY ISD,TRADITIONAL ISD/CSD,Grade 3,172
2023-2024,5,LIBERTY COUNTY,146906,LIBERTY ISD,TRADITIONAL ISD/CSD,Grade 4,161
2023-2024,5,LIBERTY COUNTY,146906,LIBERTY ISD,TRADITIONAL ISD/CSD,Grade 5,196
2023-2024,5,LIBERTY COUNTY,146906,LIBERTY ISD,TRADITIONAL ISD/CSD,Grade 6,157
2023-2024,5,LIBERTY COUNTY,146906,LIBERTY ISD,TRADITIONAL ISD/CSD,Grade 7,185
2023-2024,5,LIBERTY COUNTY,146906,LIBERTY ISD,TRADITIONAL ISD/CSD,Grade 8,196
2023-2024,5,LIBERTY COUNTY,146906,LIBERTY ISD,TRADITIONAL ISD/CSD,Grade 9,220
2023-2024,5,LIBERTY COUNTY,146906,LIBERTY ISD,TRADITIONAL ISD/CSD,Grade 10,190
2023-2024,5,LIBERTY COUNTY,146906,LIBERTY ISD,TRADITIONAL ISD/CSD,Grade 11,185
2023-2024,5,LIBERTY COUNTY,146906,LIBERTY ISD,TRADITIONAL ISD/CSD,Grade 12,144
2023-2024,8,BOWIE COUNTY,19908,LIBERTY-EYLAU ISD,TRADITIONAL ISD/CSD,Early Education,13
2023-2024,8,BOWIE COUNTY,19908,LIBERTY-EYLAU ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,161
2023-2024,8,BOWIE COUNTY,19908,LIBERTY-EYLAU ISD,TRADITIONAL ISD/CSD,Kindergarten,122
2023-2024,8,BOWIE COUNTY,19908,LIBERTY-EYLAU ISD,TRADITIONAL ISD/CSD,Grade 1,135
2023-2024,8,BOWIE COUNTY,19908,LIBERTY-EYLAU ISD,TRADITIONAL ISD/CSD,Grade 2,137
2023-2024,8,BOWIE COUNTY,19908,LIBERTY-EYLAU ISD,TRADITIONAL ISD/CSD,Grade 3,152
2023-2024,8,BOWIE COUNTY,19908,LIBERTY-EYLAU ISD,TRADITIONAL ISD/CSD,Grade 4,147
2023-2024,8,BOWIE COUNTY,19908,LIBERTY-EYLAU ISD,TRADITIONAL ISD/CSD,Grade 5,147
2023-2024,8,BOWIE COUNTY,19908,LIBERTY-EYLAU ISD,TRADITIONAL ISD/CSD,Grade 6,150
2023-2024,8,BOWIE COUNTY,19908,LIBERTY-EYLAU ISD,TRADITIONAL ISD/CSD,Grade 7,149
2023-2024,8,BOWIE COUNTY,19908,LIBERTY-EYLAU ISD,TRADITIONAL ISD/CSD,Grade 8,136
2023-2024,8,BOWIE COUNTY,19908,LIBERTY-EYLAU ISD,TRADITIONAL ISD/CSD,Grade 9,142
2023-2024,8,BOWIE COUNTY,19908,LIBERTY-EYLAU ISD,TRADITIONAL ISD/CSD,Grade 10,112
2023-2024,8,BOWIE COUNTY,19908,LIBERTY-EYLAU ISD,TRADITIONAL ISD/CSD,Grade 11,137
2023-2024,8,BOWIE COUNTY,19908,LIBERTY-EYLAU ISD,TRADITIONAL ISD/CSD,Grade 12,145
2023-2024,10,DALLAS COUNTY,57807,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,Kindergarten,407
2023-2024,10,DALLAS COUNTY,57807,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,Grade 1,440
2023-2024,10,DALLAS COUNTY,57807,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,Grade 2,479
2023-2024,10,DALLAS COUNTY,57807,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,Grade 3,448
2023-2024,10,DALLAS COUNTY,57807,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,Grade 4,482
2023-2024,10,DALLAS COUNTY,57807,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,Grade 5,474
2023-2024,10,DALLAS COUNTY,57807,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,Grade 6,494
2023-2024,10,DALLAS COUNTY,57807,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,Grade 7,468
2023-2024,10,DALLAS COUNTY,57807,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,Grade 8,463
2023-2024,10,DALLAS COUNTY,57807,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,Grade 9,444
2023-2024,10,DALLAS COUNTY,57807,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,Grade 10,418
2023-2024,10,DALLAS COUNTY,57807,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,Grade 11,397
2023-2024,10,DALLAS COUNTY,57807,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,Grade 12,320
2023-2024,20,BEXAR COUNTY,15825,LIGHTHOUSE PUBLIC SCHOOLS,OPEN ENROLLMENT CHARTER,Pre-kindergarten,54
2023-2024,20,BEXAR COUNTY,15825,LIGHTHOUSE PUBLIC SCHOOLS,OPEN ENROLLMENT CHARTER,Kindergarten,35
2023-2024,20,BEXAR COUNTY,15825,LIGHTHOUSE PUBLIC SCHOOLS,OPEN ENROLLMENT CHARTER,Grade 1,23
2023-2024,20,BEXAR COUNTY,15825,LIGHTHOUSE PUBLIC SCHOOLS,OPEN ENROLLMENT CHARTER,Grade 2,33
2023-2024,20,BEXAR COUNTY,15825,LIGHTHOUSE PUBLIC SCHOOLS,OPEN ENROLLMENT CHARTER,Grade 3,27
2023-2024,20,BEXAR COUNTY,15825,LIGHTHOUSE PUBLIC SCHOOLS,OPEN ENROLLMENT CHARTER,Grade 4,33
2023-2024,20,BEXAR COUNTY,15825,LIGHTHOUSE PUBLIC SCHOOLS,OPEN ENROLLMENT CHARTER,Grade 5,28
2023-2024,20,BEXAR COUNTY,15825,LIGHTHOUSE PUBLIC SCHOOLS,OPEN ENROLLMENT CHARTER,Grade 6,17
2023-2024,20,BEXAR COUNTY,15825,LIGHTHOUSE PUBLIC SCHOOLS,OPEN ENROLLMENT CHARTER,Grade 7,28
2023-2024,20,BEXAR COUNTY,15825,LIGHTHOUSE PUBLIC SCHOOLS,OPEN ENROLLMENT CHARTER,Grade 8,22
2023-2024,20,BEXAR COUNTY,15825,LIGHTHOUSE PUBLIC SCHOOLS,OPEN ENROLLMENT CHARTER,Grade 9,24
2023-2024,20,BEXAR COUNTY,15825,LIGHTHOUSE PUBLIC SCHOOLS,OPEN ENROLLMENT CHARTER,Grade 10,25
2023-2024,20,BEXAR COUNTY,15825,LIGHTHOUSE PUBLIC SCHOOLS,OPEN ENROLLMENT CHARTER,Grade 11,20
2023-2024,20,BEXAR COUNTY,15825,LIGHTHOUSE PUBLIC SCHOOLS,OPEN ENROLLMENT CHARTER,Grade 12,13
2023-2024,7,SMITH COUNTY,212903,LINDALE ISD,TRADITIONAL ISD/CSD,Early Education,30
2023-2024,7,SMITH COUNTY,212903,LINDALE ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,112
2023-2024,7,SMITH COUNTY,212903,LINDALE ISD,TRADITIONAL ISD/CSD,Kindergarten,307
2023-2024,7,SMITH COUNTY,212903,LINDALE ISD,TRADITIONAL ISD/CSD,Grade 1,322
2023-2024,7,SMITH COUNTY,212903,LINDALE ISD,TRADITIONAL ISD/CSD,Grade 2,374
2023-2024,7,SMITH COUNTY,212903,LINDALE ISD,TRADITIONAL ISD/CSD,Grade 3,362
2023-2024,7,SMITH COUNTY,212903,LINDALE ISD,TRADITIONAL ISD/CSD,Grade 4,377
2023-2024,7,SMITH COUNTY,212903,LINDALE ISD,TRADITIONAL ISD/CSD,Grade 5,328
2023-2024,7,SMITH COUNTY,212903,LINDALE ISD,TRADITIONAL ISD/CSD,Grade 6,343
2023-2024,7,SMITH COUNTY,212903,LINDALE ISD,TRADITIONAL ISD/CSD,Grade 7,343
2023-2024,7,SMITH COUNTY,212903,LINDALE ISD,TRADITIONAL ISD/CSD,Grade 8,365
2023-2024,7,SMITH COUNTY,212903,LINDALE ISD,TRADITIONAL ISD/CSD,Grade 9,361
2023-2024,7,SMITH COUNTY,212903,LINDALE ISD,TRADITIONAL ISD/CSD,Grade 10,339
2023-2024,7,SMITH COUNTY,212903,LINDALE ISD,TRADITIONAL ISD/CSD,Grade 11,328
2023-2024,7,SMITH COUNTY,212903,LINDALE ISD,TRADITIONAL ISD/CSD,Grade 12,261
2023-2024,8,CASS COUNTY,34905,LINDEN-KILDARE CISD,TRADITIONAL ISD/CSD,Pre-kindergarten,63
2023-2024,8,CASS COUNTY,34905,LINDEN-KILDARE CISD,TRADITIONAL ISD/CSD,Kindergarten,40
2023-2024,8,CASS COUNTY,34905,LINDEN-KILDARE CISD,TRADITIONAL ISD/CSD,Grade 1,44
2023-2024,8,CASS COUNTY,34905,LINDEN-KILDARE CISD,TRADITIONAL ISD/CSD,Grade 2,55
2023-2024,8,CASS COUNTY,34905,LINDEN-KILDARE CISD,TRADITIONAL ISD/CSD,Grade 3,49
2023-2024,8,CASS COUNTY,34905,LINDEN-KILDARE CISD,TRADITIONAL ISD/CSD,Grade 4,42
2023-2024,8,CASS COUNTY,34905,LINDEN-KILDARE CISD,TRADITIONAL ISD/CSD,Grade 5,49
2023-2024,8,CASS COUNTY,34905,LINDEN-KILDARE CISD,TRADITIONAL ISD/CSD,Grade 6,51
2023-2024,8,CASS COUNTY,34905,LINDEN-KILDARE CISD,TRADITIONAL ISD/CSD,Grade 7,40
2023-2024,8,CASS COUNTY,34905,LINDEN-KILDARE CISD,TRADITIONAL ISD/CSD,Grade 8,41
2023-2024,8,CASS COUNTY,34905,LINDEN-KILDARE CISD,TRADITIONAL ISD/CSD,Grade 9,44
2023-2024,8,CASS COUNTY,34905,LINDEN-KILDARE CISD,TRADITIONAL ISD/CSD,Grade 10,56
2023-2024,8,CASS COUNTY,34905,LINDEN-KILDARE CISD,TRADITIONAL ISD/CSD,Grade 11,39
2023-2024,8,CASS COUNTY,34905,LINDEN-KILDARE CISD,TRADITIONAL ISD/CSD,Grade 12,41
2023-2024,11,COOKE COUNTY,49907,LINDSAY ISD,TRADITIONAL ISD/CSD,Early Education,<10
2023-2024,11,COOKE COUNTY,49907,LINDSAY ISD,TRADITIONAL ISD/CSD,Kindergarten,35
2023-2024,11,COOKE COUNTY,49907,LINDSAY ISD,TRADITIONAL ISD/CSD,Grade 1,39
2023-2024,11,COOKE COUNTY,49907,LINDSAY ISD,TRADITIONAL ISD/CSD,Grade 2,33
2023-2024,11,COOKE COUNTY,49907,LINDSAY ISD,TRADITIONAL ISD/CSD,Grade 3,36
2023-2024,11,COOKE COUNTY,49907,LINDSAY ISD,TRADITIONAL ISD/CSD,Grade 4,35
2023-2024,11,COOKE COUNTY,49907,LINDSAY ISD,TRADITIONAL ISD/CSD,Grade 5,41
2023-2024,11,COOKE COUNTY,49907,LINDSAY ISD,TRADITIONAL ISD/CSD,Grade 6,48
2023-2024,11,COOKE COUNTY,49907,LINDSAY ISD,TRADITIONAL ISD/CSD,Grade 7,31
2023-2024,11,COOKE COUNTY,49907,LINDSAY ISD,TRADITIONAL ISD/CSD,Grade 8,36
2023-2024,11,COOKE COUNTY,49907,LINDSAY ISD,TRADITIONAL ISD/CSD,Grade 9,37
2023-2024,11,COOKE COUNTY,49907,LINDSAY ISD,TRADITIONAL ISD/CSD,Grade 10,46
2023-2024,11,COOKE COUNTY,49907,LINDSAY ISD,TRADITIONAL ISD/CSD,Grade 11,34
2023-2024,11,COOKE COUNTY,49907,LINDSAY ISD,TRADITIONAL ISD/CSD,Grade 12,<30
2023-2024,11,ERATH COUNTY,72909,LINGLEVILLE ISD,TRADITIONAL ISD/CSD,Early Education,<10
2023-2024,11,ERATH COUNTY,72909,LINGLEVILLE ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,17
2023-2024,11,ERATH COUNTY,72909,LINGLEVILLE ISD,TRADITIONAL ISD/CSD,Kindergarten,<20
2023-2024,11,ERATH COUNTY,72909,LINGLEVILLE ISD,TRADITIONAL ISD/CSD,Grade 1,19
2023-2024,11,ERATH COUNTY,72909,LINGLEVILLE ISD,TRADITIONAL ISD/CSD,Grade 2,20
2023-2024,11,ERATH COUNTY,72909,LINGLEVILLE ISD,TRADITIONAL ISD/CSD,Grade 3,25
2023-2024,11,ERATH COUNTY,72909,LINGLEVILLE ISD,TRADITIONAL ISD/CSD,Grade 4,20
2023-2024,11,ERATH COUNTY,72909,LINGLEVILLE ISD,TRADITIONAL ISD/CSD,Grade 5,15
2023-2024,11,ERATH COUNTY,72909,LINGLEVILLE ISD,TRADITIONAL ISD/CSD,Grade 6,21
2023-2024,11,ERATH COUNTY,72909,LINGLEVILLE ISD,TRADITIONAL ISD/CSD,Grade 7,24
2023-2024,11,ERATH COUNTY,72909,LINGLEVILLE ISD,TRADITIONAL ISD/CSD,Grade 8,18
2023-2024,11,ERATH COUNTY,72909,LINGLEVILLE ISD,TRADITIONAL ISD/CSD,Grade 9,21
2023-2024,11,ERATH COUNTY,72909,LINGLEVILLE ISD,TRADITIONAL ISD/CSD,Grade 10,16
2023-2024,11,ERATH COUNTY,72909,LINGLEVILLE ISD,TRADITIONAL ISD/CSD,Grade 11,22
2023-2024,11,ERATH COUNTY,72909,LINGLEVILLE ISD,TRADITIONAL ISD/CSD,Grade 12,20
2023-2024,11,HOOD COUNTY,111902,LIPAN ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,26
2023-2024,11,HOOD COUNTY,111902,LIPAN ISD,TRADITIONAL ISD/CSD,Kindergarten,24
2023-2024,11,HOOD COUNTY,111902,LIPAN ISD,TRADITIONAL ISD/CSD,Grade 1,38
2023-2024,11,HOOD COUNTY,111902,LIPAN ISD,TRADITIONAL ISD/CSD,Grade 2,37
2023-2024,11,HOOD COUNTY,111902,LIPAN ISD,TRADITIONAL ISD/CSD,Grade 3,33
2023-2024,11,HOOD COUNTY,111902,LIPAN ISD,TRADITIONAL ISD/CSD,Grade 4,31
2023-2024,11,HOOD COUNTY,111902,LIPAN ISD,TRADITIONAL ISD/CSD,Grade 5,32
2023-2024,11,HOOD COUNTY,111902,LIPAN ISD,TRADITIONAL ISD/CSD,Grade 6,24
2023-2024,11,HOOD COUNTY,111902,LIPAN ISD,TRADITIONAL ISD/CSD,Grade 7,36
2023-2024,11,HOOD COUNTY,111902,LIPAN ISD,TRADITIONAL ISD/CSD,Grade 8,28
2023-2024,11,HOOD COUNTY,111902,LIPAN ISD,TRADITIONAL ISD/CSD,Grade 9,37
2023-2024,11,HOOD COUNTY,111902,LIPAN ISD,TRADITIONAL ISD/CSD,Grade 10,43
2023-2024,11,HOOD COUNTY,111902,LIPAN ISD,TRADITIONAL ISD/CSD,Grade 11,28
2023-2024,11,HOOD COUNTY,111902,LIPAN ISD,TRADITIONAL ISD/CSD,Grade 12,30
2023-2024,5,ORANGE COUNTY,181908,LITTLE CYPRESS-MAURICEVILLE CISD,TRADITIONAL ISD/CSD,Early Education,<10
2023-2024,5,ORANGE COUNTY,181908,LITTLE CYPRESS-MAURICEVILLE CISD,TRADITIONAL ISD/CSD,Pre-kindergarten,<90
2023-2024,5,ORANGE COUNTY,181908,LITTLE CYPRESS-MAURICEVILLE CISD,TRADITIONAL ISD/CSD,Kindergarten,187
2023-2024,5,ORANGE COUNTY,181908,LITTLE CYPRESS-MAURICEVILLE CISD,TRADITIONAL ISD/CSD,Grade 1,236
2023-2024,5,ORANGE COUNTY,181908,LITTLE CYPRESS-MAURICEVILLE CISD,TRADITIONAL ISD/CSD,Grade 2,224
2023-2024,5,ORANGE COUNTY,181908,LITTLE CYPRESS-MAURICEVILLE CISD,TRADITIONAL ISD/CSD,Grade 3,255
2023-2024,5,ORANGE COUNTY,181908,LITTLE CYPRESS-MAURICEVILLE CISD,TRADITIONAL ISD/CSD,Grade 4,224
2023-2024,5,ORANGE COUNTY,181908,LITTLE CYPRESS-MAURICEVILLE CISD,TRADITIONAL ISD/CSD,Grade 5,256
2023-2024,5,ORANGE COUNTY,181908,LITTLE CYPRESS-MAURICEVILLE CISD,TRADITIONAL ISD/CSD,Grade 6,245
2023-2024,5,ORANGE COUNTY,181908,LITTLE CYPRESS-MAURICEVILLE CISD,TRADITIONAL ISD/CSD,Grade 7,254
2023-2024,5,ORANGE COUNTY,181908,LITTLE CYPRESS-MAURICEVILLE CISD,TRADITIONAL ISD/CSD,Grade 8,248
2023-2024,5,ORANGE COUNTY,181908,LITTLE CYPRESS-MAURICEVILLE CISD,TRADITIONAL ISD/CSD,Grade 9,294
2023-2024,5,ORANGE COUNTY,181908,LITTLE CYPRESS-MAURICEVILLE CISD,TRADITIONAL ISD/CSD,Grade 10,267
2023-2024,5,ORANGE COUNTY,181908,LITTLE CYPRESS-MAURICEVILLE CISD,TRADITIONAL ISD/CSD,Grade 11,227
2023-2024,5,ORANGE COUNTY,181908,LITTLE CYPRESS-MAURICEVILLE CISD,TRADITIONAL ISD/CSD,Grade 12,227
2023-2024,11,DENTON COUNTY,61914,LITTLE ELM ISD,TRADITIONAL ISD/CSD,Early Education,59
2023-2024,11,DENTON COUNTY,61914,LITTLE ELM ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,163
2023-2024,11,DENTON COUNTY,61914,LITTLE ELM ISD,TRADITIONAL ISD/CSD,Kindergarten,623
2023-2024,11,DENTON COUNTY,61914,LITTLE ELM ISD,TRADITIONAL ISD/CSD,Grade 1,563
2023-2024,11,DENTON COUNTY,61914,LITTLE ELM ISD,TRADITIONAL ISD/CSD,Grade 2,631
2023-2024,11,DENTON COUNTY,61914,LITTLE ELM ISD,TRADITIONAL ISD/CSD,Grade 3,596
2023-2024,11,DENTON COUNTY,61914,LITTLE ELM ISD,TRADITIONAL ISD/CSD,Grade 4,625
2023-2024,11,DENTON COUNTY,61914,LITTLE ELM ISD,TRADITIONAL ISD/CSD,Grade 5,562
2023-2024,11,DENTON COUNTY,61914,LITTLE ELM ISD,TRADITIONAL ISD/CSD,Grade 6,611
2023-2024,11,DENTON COUNTY,61914,LITTLE ELM ISD,TRADITIONAL ISD/CSD,Grade 7,604
2023-2024,11,DENTON COUNTY,61914,LITTLE ELM ISD,TRADITIONAL ISD/CSD,Grade 8,645
2023-2024,11,DENTON COUNTY,61914,LITTLE ELM ISD,TRADITIONAL ISD/CSD,Grade 9,721
2023-2024,11,DENTON COUNTY,61914,LITTLE ELM ISD,TRADITIONAL ISD/CSD,Grade 10,622
2023-2024,11,DENTON COUNTY,61914,LITTLE ELM ISD,TRADITIONAL ISD/CSD,Grade 11,599
2023-2024,11,DENTON COUNTY,61914,LITTLE ELM ISD,TRADITIONAL ISD/CSD,Grade 12,587
2023-2024,17,LAMB COUNTY,140904,LITTLEFIELD ISD,TRADITIONAL ISD/CSD,Early Education,<10
2023-2024,17,LAMB COUNTY,140904,LITTLEFIELD ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,95
2023-2024,17,LAMB COUNTY,140904,LITTLEFIELD ISD,TRADITIONAL ISD/CSD,Kindergarten,<70
2023-2024,17,LAMB COUNTY,140904,LITTLEFIELD ISD,TRADITIONAL ISD/CSD,Grade 1,71
2023-2024,17,LAMB COUNTY,140904,LITTLEFIELD ISD,TRADITIONAL ISD/CSD,Grade 2,91
2023-2024,17,LAMB COUNTY,140904,LITTLEFIELD ISD,TRADITIONAL ISD/CSD,Grade 3,75
2023-2024,17,LAMB COUNTY,140904,LITTLEFIELD ISD,TRADITIONAL ISD/CSD,Grade 4,68
2023-2024,17,LAMB COUNTY,140904,LITTLEFIELD ISD,TRADITIONAL ISD/CSD,Grade 5,83
2023-2024,17,LAMB COUNTY,140904,LITTLEFIELD ISD,TRADITIONAL ISD/CSD,Grade 6,101
2023-2024,17,LAMB COUNTY,140904,LITTLEFIELD ISD,TRADITIONAL ISD/CSD,Grade 7,87
2023-2024,17,LAMB COUNTY,140904,LITTLEFIELD ISD,TRADITIONAL ISD/CSD,Grade 8,101
2023-2024,17,LAMB COUNTY,140904,LITTLEFIELD ISD,TRADITIONAL ISD/CSD,Grade 9,86
2023-2024,17,LAMB COUNTY,140904,LITTLEFIELD ISD,TRADITIONAL ISD/CSD,Grade 10,99
2023-2024,17,LAMB COUNTY,140904,LITTLEFIELD ISD,TRADITIONAL ISD/CSD,Grade 11,92
2023-2024,17,LAMB COUNTY,140904,LITTLEFIELD ISD,TRADITIONAL ISD/CSD,Grade 12,87
2023-2024,6,POLK COUNTY,187907,LIVINGSTON ISD,TRADITIONAL ISD/CSD,Early Education,17
2023-2024,6,POLK COUNTY,187907,LIVINGSTON ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,153
2023-2024,6,POLK COUNTY,187907,LIVINGSTON ISD,TRADITIONAL ISD/CSD,Kindergarten,267
2023-2024,6,POLK COUNTY,187907,LIVINGSTON ISD,TRADITIONAL ISD/CSD,Grade 1,310
2023-2024,6,POLK COUNTY,187907,LIVINGSTON ISD,TRADITIONAL ISD/CSD,Grade 2,328
2023-2024,6,POLK COUNTY,187907,LIVINGSTON ISD,TRADITIONAL ISD/CSD,Grade 3,325
2023-2024,6,POLK COUNTY,187907,LIVINGSTON ISD,TRADITIONAL ISD/CSD,Grade 4,278
2023-2024,6,POLK COUNTY,187907,LIVINGSTON ISD,TRADITIONAL ISD/CSD,Grade 5,333
2023-2024,6,POLK COUNTY,187907,LIVINGSTON ISD,TRADITIONAL ISD/CSD,Grade 6,297
2023-2024,6,POLK COUNTY,187907,LIVINGSTON ISD,TRADITIONAL ISD/CSD,Grade 7,280
2023-2024,6,POLK COUNTY,187907,LIVINGSTON ISD,TRADITIONAL ISD/CSD,Grade 8,303
2023-2024,6,POLK COUNTY,187907,LIVINGSTON ISD,TRADITIONAL ISD/CSD,Grade 9,366
2023-2024,6,POLK COUNTY,187907,LIVINGSTON ISD,TRADITIONAL ISD/CSD,Grade 10,283
2023-2024,6,POLK COUNTY,187907,LIVINGSTON ISD,TRADITIONAL ISD/CSD,Grade 11,266
2023-2024,6,POLK COUNTY,187907,LIVINGSTON ISD,TRADITIONAL ISD/CSD,Grade 12,246
2023-2024,13,LLANO COUNTY,150901,LLANO ISD,TRADITIONAL ISD/CSD,Early Education,19
2023-2024,13,LLANO COUNTY,150901,LLANO ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,94
2023-2024,13,LLANO COUNTY,150901,LLANO ISD,TRADITIONAL ISD/CSD,Kindergarten,127
2023-2024,13,LLANO COUNTY,150901,LLANO ISD,TRADITIONAL ISD/CSD,Grade 1,141
2023-2024,13,LLANO COUNTY,150901,LLANO ISD,TRADITIONAL ISD/CSD,Grade 2,153
2023-2024,13,LLANO COUNTY,150901,LLANO ISD,TRADITIONAL ISD/CSD,Grade 3,162
2023-2024,13,LLANO COUNTY,150901,LLANO ISD,TRADITIONAL ISD/CSD,Grade 4,151
2023-2024,13,LLANO COUNTY,150901,LLANO ISD,TRADITIONAL ISD/CSD,Grade 5,155
2023-2024,13,LLANO COUNTY,150901,LLANO ISD,TRADITIONAL ISD/CSD,Grade 6,125
2023-2024,13,LLANO COUNTY,150901,LLANO ISD,TRADITIONAL ISD/CSD,Grade 7,145
2023-2024,13,LLANO COUNTY,150901,LLANO ISD,TRADITIONAL ISD/CSD,Grade 8,135
2023-2024,13,LLANO COUNTY,150901,LLANO ISD,TRADITIONAL ISD/CSD,Grade 9,165
2023-2024,13,LLANO COUNTY,150901,LLANO ISD,TRADITIONAL ISD/CSD,Grade 10,138
2023-2024,13,LLANO COUNTY,150901,LLANO ISD,TRADITIONAL ISD/CSD,Grade 11,108
2023-2024,13,LLANO COUNTY,150901,LLANO ISD,TRADITIONAL ISD/CSD,Grade 12,124
